tourlist_name,addr,rates,visitors,reviews
수로부인 헌화공원 (남화산 해맞이공원),강원특별자치도 삼척시 원덕읍 임원항구로 33-17,,,
수로왕릉,경상남도 김해시 가락로93번길 26,,,
수룡폭포,충청북도 충주시 노은면 수룡봉황길 249,,,
수룡항 포구,충청남도 홍성군 서부면 신리 660,,,
수륙양용버스투어,충청남도 부여군 규암면 합정리 599,,,
수륙해수욕장,경상남도 통영시 산양읍 삼칭이해안길,,,
수릉원,경상남도 김해시 분성로261번길 35,,,
수리공원,경상남도 김해시 해반천로144번길 17-20,,,
수리뫼 [한국전통음식체험교육원],경상북도 경주시 내남면 포석로 110-32,,,
수리사(경기),경기도 군포시 속달로 347-181,,,
수리산 상상마을,경기도 군포시 수리산로 112,,,
수리산도립공원,경기도 군포시 속달로 347-4,,,
수리조선소길,부산광역시 영도구 대평로 42,,,
수리치골 성지,충청남도 공주시 신풍면 용수봉갑길 544,,,
수림대마을,강원특별자치도 평창군 봉평면 수림대길 167-25,,,
수림사,경상북도 칠곡군 동명면 남원리 산3-5,,,
수림서원,경상남도 고성군 마암면 화산4길 201-54,,,
수만리마애석불,전라북도 완주군 동상면,,,
수만리생태숲공원,전라남도 화순군 화순읍 안양산로 258,,,
수망리 마흐니숲길,제주특별자치도 서귀포시 남원읍 수망리,,,
수목원생활온천,대구광역시 달서구 상화로 79,,,
수목원테마파크(아이스뮤지엄),제주특별자치도 제주시 은수길 69,,,
수문동폭포,충청북도 제천시 덕산면 월악산로,,,
수문항,전라남도 장흥군 안양면 수문리 151-42,,,
수문해수욕장,전라남도 장흥군 안양면 수문용곡로 194,,,
수미르공원,부산광역시 중구 대교로 122,,,
수미마을,경기도 양평군 단월면 곱다니길 55-2,,,
"수보사(구,광명사)",제주특별자치도 서귀포시 중문상로17번길 51,,,
수봉공원,인천광역시 미추홀구 수봉안길 84,,,
수봉정사,대구광역시 달성군 화원읍 인흥3길 16,,,
수북로1945,충청남도 부여군 규암면 수북로41번길 11-50,,,
수북정,충청남도 부여군 규암면 규암리,,,
수산봉(물메오름),제주도 제주시 애월읍 수산리 산1-1,,,
수산제 역사공원,경상남도 밀양시 하남읍 수산리 927,,,
수산한못,제주특별자치도 서귀포시 성산읍 수산리,,,
수산항,강원특별자치도 양양군 손양면 수산1길 26-41,,,
수상한마법학교,강원특별자치도 강릉시 범일로 476 (내곡동),,,
수생식물학습원,충청북도 옥천군 군북면 방아실길 255,,,
수선루,전라북도 진안군 마령면 임진로,,,
수선사,경상남도 산청군 산청읍 웅석봉로154번길 102-23,,,
수성구 관광정보체험센터,대구광역시 수성구 유니버시아드로 140,,,
수성당,전라북도 부안군 변산면 적벽강길 54,,,
수성당유채꽃,전라북도 부안군 변산면 격포리 252-11,,,
수성동계곡,서울특별시 종로구 옥인동 185-3,,,
수성못 유원지,대구광역시 수성구 용학로 35-5,,,
수성못상화동산,대구광역시 수성구 무학로 112 (두산동),,,
수성서원,경상북도 포항시 남구 동해면 정동길417번길 105,,,
수성패밀리파크,대구광역시 수성구 팔현길 88-46,,,
수승대체험휴양마을,경상남도 거창군 위천면 원학길 410,,,
수심대,충청남도 금산군 복수면 수심대길 30,,,
수악(물오름),제주특별자치도 서귀포시 남원읍 516로 1042,,,
수안마을,경상남도 김해시 대동면 수안리 48,,,
수안보온천 관광특구,충청북도 충주시 수안보면 주정산로 12,,,
수안사,서울특별시 서초구 효령로68길 30,,,
수암골 벽화마을,충청북도 청주시 상당구 수암로 58,,,
수암골 카페거리,충청북도 청주시 상당구 수동,,,
수암골전망대,충청북도 청주시 상당구 수동로5번길 2,,,
수암리 마애삼존불상,강원특별자치도 원주시 소초면 수암리,,,
수암봉,경기도 안산시 상록구 수암동,,,
수암사,서울특별시 노원구 상계동 산153-1,,,
수암사,경상남도 의령군 의령읍 수암로 248-17,,,
수암서원,전라남도 강진군 성전면 동령길 51,,,
수양공원 (구 산성공원),경상남도 사천시 사천읍 수양공원길 51,,,
수어장대,경기도 광주시 남한산성면 남한산성로780번길 107-65,,,
수열비,전라북도 장수군 계남면 화음리,,,
수영사적공원,부산광역시 수영구 수영성로 43,,,
수옥정관광지,충청북도 괴산군 연풍면 수옥정길 127-1,,,
수옥폭포,충청북도 괴산군 연풍면 수옥정1길 19,,,
수우도,경상남도 통영시 사량면,,,
수우원,경기도 파주시 적성면 양연로845번길 47,,,
수운교도솔천,대전광역시 유성구 자운로245번길 80,,,
수운정,전라북도 임실군 신덕면 금정길 62-5,,,
수운정(단양),충청북도 단양군 대강면 황정리,,,
수원 공방거리,경기도 수원시 팔달구 남창동,,,
수원 구 부국원,경기도 수원시 팔달구 교동,,,
수원 지동벽화마을,경기도 수원시 팔달구 지동 301-69,,,
수원 화령전,경기도 수원시 팔달구 신풍로23번길 15 (신풍동),,,
수원 화성 [유네스코 세계문화유산],경기도 수원시 장안구 영화동,,,
수원사(수원),경기도 수원시 팔달구 수원천로 300,,,
수원올림픽공원,경기도 수원시 권선구 효원로256번길 16,,,
수원통닭거리,경기도 수원시 팔달구 정조로800번길 16,,,
수원향교,경기도 수원시 팔달구 향교로 107-9,,,
수원화성 관광특구,경기도 수원시 팔달구 정조로 780,,,
수월봉,제주특별자치도 제주시 한경면 고산리 3760,,,
수월봉과 차귀해안,제주특별자치도 제주시 한경면 노을해안로 1013-70,,,
수입천(하천),강원특별자치도 양구군 방산면 건솔리,,,
수작코리아,경기도 고양시 덕양구 동헌로235번길 120-57,,,
수정사(의성),경상북도 의성군 금성면 수정사길 420,,,
수정암(충북),충청북도 보은군 속리산면 법주사로 379,,,
수종사,경기도 남양주시 조안면 북한강로433번길 186,,,
수주근린공원,경기도 부천시 고강동,,,
수주팔봉,충청북도 충주시 살미면,,,
수지생태공원,경기도 용인시 수지구 수지로 253,,,
수지체육공원,경기도 용인시 수지구 신수로683번길 31,,,
수진공원,경기도 성남시 수정구 산성대로 41,,,
수진사(경기),경기도 남양주시 천마산로 115-13,,,
수질정화공원,경상남도 양산시 동면 강변로 54,,,
수철마을,경상남도 산청군 금서면 친환경로2211번길 85-3,,,
수촌마을,경기도 안양시 동안구 관양동 일대,,,
수치해안,경상남도 창원시 진해구,,,
수타사,강원특별자치도 홍천군 영귀미면 수타사로 473,,,
수타사 농촌테마파크,강원특별자치도 홍천군 동면 수타사로 303,,,
수타사계곡,강원특별자치도 홍천군 동면 수타사로 473,,,
수태골,대구광역시 동구 신무동,,,
수포대,경남 거창군 가조면 가조가야로,,,
수풀로 삼회리,경기도 가평군 청평면 북한강로 2047,,,
수풀로 양수리,경기도 양평군 양서면 북한강로 33-2,,,
수풀로 영문리,경기도 용인시 처인구 포곡읍 영문리,,,
수풀로 운심리,경기도 양평군 강하면 강남로 91,,,
수하계곡(영양),경상북도 영양군 수비면 수하리 산121,,,
수하계곡(평창),강원특별자치도 평창군 미탄면 평안한치길 43-13,,,
수학체험공원,경상남도 양산시 물금읍 범어리,,,
수한마을,전라남도 구례군 광의면 수한2길 27,,,
수항계곡,강원특별자치도 평창군 진부면 오대천로,,,
수협효시공원,경상남도 거제시 사등면 가조서로 7,,,
숙모전,충청남도 공주시 반포면 동학사1로 462,,,
숙설방,충청북도 청주시 서원구 호국로25번길 5,,,
숙암계곡,강원특별자치도 정선군 북평면 단임길,,,
숙지공원,수원시 팔달구 화서2동 264,,,
순교성지 갈매못,충청남도 보령시 오천면 오천해안로 610,,,
순교성지새남터기념성당,서울특별시 용산구 이촌로 80-8,,,
순교자 황사영 알렉시오 묘,경기도 양주시 장흥면 부곡리,,,
순국선열추념탑,서울특별시 서대문구 독립문공원길 80,,,
순긋해변,강원특별자치도 강릉시 해안로 682-5,,,
순담계곡,강원특별자치도 철원군 갈말읍 순담길 143-3,,,
순례자의 교회,제주특별자치도 제주시 한경면 일주서로 3960-24,,,
순매원,경상남도 양산시 원동로 1421,,,
순명비유강원석물,서울특별시 광진구 능동로 216,,,
순솝 (더감동협동조합),전라남도 순천시 이수1길 20,,,
순수 양떼목장,강원특별자치도 평창군 대관령면 오목길 111,,,
순정효황후윤씨친가,서울특별시 중구 퇴계로34길 28,,,
순창 거북장수마을 [농촌전통테마],전라북도 순창군 동계면 귀미로 290,,,
순창 남계리 석장승,전라북도 순창군 순창읍 장류로 407-11,,,
순창 대모산성,전라북도 순창군 순창읍 백산리,,,
순창 충신리 석장승,전라북도 순창군 순창읍 장류로 407-11,,,
순창 향가터널,전라북도 순창군 풍산면 대가리,,,
순창건강장수체험과학관,전라북도 순창군 인계면 인덕로 427-127,,,
순창고추장민속마을,전라북도 순창군 순창읍 민속마을길 5-13,,,
순창고추장익는마을,전라북도 순창군 산내길 38 전통테마체험장,,,
순창군 채계산 출렁다리,전라북도 순창군 적성면,,,
순창발효테마파크,전라북도 순창군 순창읍 장류로 55,,,
순창장류체험관,전라북도 순창군 순창읍 민속마을길 55,,,
순창향교,전라북도 순창군 순창읍 교성1길 13,,,
순천 검단산성,전라남도 순천시 해룡면 성산리,,,
순천 고인돌 공원,전라남도 순천시 송광면 고인돌길 543,,,
순천 낙안읍성,전라남도 순천시 낙안면 충민길 30,,,
순천 문화의거리,전라남도 순천시 영동길 18,,,
순천 송광사 천자암 쌍향수(곱향나무),전라남도 순천시 송광면 천자암길 105,,,
순천 오픈세트장,전라남도 순천시 비례골길 24,,,
순천 용오름마을 [농촌전통테마마을],전라남도 순천시 주암면 운룡2길 17,,,
순천 용줄다리기마을,전라남도 순천시 해룡면 해창길 3,,,
순천 향매실마을,전라남도 순천시 월등면 계월길 138,,,
순천만 국가정원,전라남도 순천시 국가정원1호길 47,,,
순천만 용산전망대 (S자 물길),전라남도 순천시 순천만길 513-25,,,
순천만 잡월드,전라남도 순천시 해룡면 여순로 1783,,,
순천만 화포포구,전라남도 순천시 별량면 학산리,,,
순천만국가정원 지구동문,전라남도 순천시 국가정원1호길 152-55,,,
"순천만습지 (구, 순천만자연생태공원)",전라남도 순천시 순천만길 513-25,,,
순천만천문대 / 순천시민천문대,전라남도 순천시 순천만길 513-25,,,
순천만탐사선,전라남도 순천시 순천만길 513-25,,,
순천브루어리,전라남도 순천시 영동길 48,,,
순천생태마을,전라남도 순천시 승주읍 고산도목길 9,,,
순천업사이클센터더새롬,전라남도 순천시 팔마1길 9-19,,,
순천왜성,전라남도 순천시 해룡면 신성리,,,
순천전통야생차체험관,전라남도 순천시 승주읍 선암사길 450-1,,,
순천향교,전라남도 순천시 향교길 60,,,
순평사금동여래좌상,전라북도 순창군 순창읍 금산로 66,,,
순포습지,강원특별자치도 강릉시 사천면 해안로 741-5,,,
순포해변,강원특별자치도 강릉시 사천면 해안로 722,,,
순화리삼층석탑,전라북도 순창군 순창읍 장류로 295-11,,,
순흥향교,경상북도 영주시 순흥면 청구길 15-36,,,
술뫼생태공원,경상남도 김해시 한림면 시산리 54-1,,,
술상 전어마을,경상남도 하동군 진교면 술상리,,,
숫골,경상북도 영주시 영주동 19-69,,,
"숫돌바위 (울릉도, 독도 국가지질공원)",경상북도 울릉군 울릉읍 독도리,,,
숫모르 편백숲길,제주특별자치도 제주시 516로 2596 (용강동),,,
숭례문,서울특별시 중구 세종대로 40,,,
숭림사(익산),전라북도 익산시 웅포면 백제로 495-57,,,
숭암저수지,충청남도 금산군 추부면 장대리 349-10,,,
숭의사,충청남도 태안군 남면 적돌길 415,,,
숭인근린공원,서울특별시 종로구 동망산길 150,,,
숭현서원지,대전광역시 유성구 엑스포로251번길 36,,,
숯못 생태공원,울산광역시 중구 성안동 761,,,
