accommodationlist_name,addr,rates,visitors,reviews
적정온도,경상남도 남해군 서면 남서대로 1803-18,,,
전망좋은집,전라남도 구례군 토지면 섬진강대로 4310-35,,,
전망좋은펜션,경상남도 통영시 산양읍 산양일주로 1514,,,
전주 아리울모텔,전라북도 전주시 덕진구 가리내로 29-2,,,
전주 카누호텔,전라북도 전주시 덕진구 산정2길 12-7,,,
전주 한옥마을 덕수궁,전라북도 전주시 완산구 간납로 10,,,
전주 한옥마을 백년한옥,전라북도 전주시 완산구 기린대로 74-9,,,
전주 한옥숙박 체험관,전라북도 전주시 완산구 은행로 56-1,,,
전주 한옥숙박체험관,전라북도 전주시 완산구 은행로 56-1,,,
전주게스트하우스 고사동,전라북도 전주시 완산구 전주객사4길 87-34,,,
전주한옥고희,전라북도 전주시 완산구 빙고리3길 5,,,
전주한옥마당,전라북도 전주시 완산구 전주천동로 80-13,,,
전주한옥마을 산아래(전주한옥마을산아래),전라북도 전주시 완산구 오목대길 56,,,
전주한옥숙박 사랑루,전라북도 전주시 완산구 전주천동로 58-5,,,
전통문화체험장,전라북도 완주군 대아저수로 416 완주전통문화체험장,,,
정가한옥,전라북도 전주시 완산구 기린대로 78-3,,,
정강원 관광농원,강원특별자치도 평창군 용평면 금당계곡로 2010-13,,,
정남진 골프리조트,전라남도 장흥군 장평면 제산기동로 326,,,
정남진리조트,전라남도 장흥군 부산면 심천공원길 25-27,,,
정다운모텔,충청남도 당진시 송악읍 한진포구길 55-3,,,
정동진 백악관,강원특별자치도 강릉시 강동면 율곡로 1134,,,
정동진 썬크루즈리조트,강원특별자치도 강릉시 강동면 헌화로 950-39,,,
정동캐슬,강원특별자치도 강릉시 강동면 율곡로 1455,,,
정선황토펜션,강원특별자치도 정선군 정선읍 병방치길 35-18,,,
정스패밀리,서울특별시 용산구 효창원로8길 16,,,
정온펜션,경기도 광주시 퇴촌면 갈올길11번길 38,,,
정원가든 애견동반펜션,강원특별자치도 삼척시 근덕면 용화안길 225-1,,,
정원펜션캠핑(정원펜션캠핑장),강원특별자치도 강릉시 주문진읍 신리천로 1191-15,,,
정재종택,경상북도 안동시 임동면 경동로 2661-8,,,
정중동호스텔,충청남도 공주시 웅진로 145-11,,,
제너두,강원특별자치도 횡성군 둔내면 산촌2길 60,,,
제니스관광호텔,경기도 부천시 길주로77번길 19-24,,,
제리스플래닛,서울특별시 강남구 강남대로92길 13,,,
제스테이(제이스테이),부산광역시 수영구 남천바다로 31-1,,,
제우메스호텔,인천광역시 중구 흰바위로59번길 31,,,
제우스모텔,전라남도 여수시 봉산남7길 13,,,
제우스모텔,충청남도 천안시 서북구 성정공원3길 21 제우스,,,
제이드리조텔,충청남도 태안군 근흥면 신진도길 69,,,
제이드모텔,강원특별자치도 춘천시 가산로 157-7,,,
제이뷰호텔,제주특별자치도 서귀포시 중산간서로 935,,,
제이알랜드,경기도 광주시 도척면 독고개길302번길 15-6,,,
제이에스 부티크 호텔(Js Boutique Hotel),경기도 화성시 큰재봉길 31-9,,,
제이원 호텔(제이원 호텔 엔 리조트),충청북도 청주시 청원구 오창읍 중부로 806,,,
제이한옥(JAY Hanok),서울특별시 종로구 계동4길 9,,,
제이힐펜션,경상남도 통영시 용남면 연기길 219,,,
제일모텔,충청남도 태안군 원북면 옥파로 1147,,,
제주 그랑빌펜션,제주특별자치도 서귀포시 중문관광로 17,,,
제주 금강산콘도,제주특별자치도 제주시 한림읍 협재로 210-18,,,
제주 뉴오션리조트,제주특별자치도 제주시 애월읍 고내로13길 59,,,
제주 라임오렌지빌,제주특별자치도 서귀포시 칠십리로 332,,,
제주 메이플호텔,제주특별자치도 제주시 원노형3길 41 메이플호텔,,,
제주 블랙스톤 호텔,제주특별자치도 제주시 한림읍 한창로 925-122,,,
제주 스위트호텔,제주특별자치도 서귀포시 중문관광로72번길 67,,,
제주 스카브로호텔,제주특별자치도 서귀포시 예래해안로 15,,,
제주 신신휴양펜션,제주특별자치도 서귀포시 안덕면 평화로319번길 133,,,
제주 써니데이,제주특별자치도 서귀포시 대포로 131,,,
제주 씨에코비치,제주특별자치도 제주시 조천읍 신흥관전길 89-5,,,
제주 오리엔탈호텔,제주특별자치도 제주시 탑동로 47,,,
제주 지삿개풍경,제주특별자치도 서귀포시 이어도로 150,,,
제주 추억여행,제주특별자치도 서귀포시 태평로92번길 21,,,
제주 캐슬렉스 골프텔,제주특별자치도 서귀포시 안덕면 평화로 1241,,,
제주 퍼시픽 호텔,제주특별자치도 제주시 서사로 20,,,
제주 펄 관광호텔,제주특별자치도 제주시 신대로20길 49,,,
제주 펜션 포시즌(Fourseason),제주특별자치도 서귀포시 칠십리로285번길 3,,,
제주 하이랜드 펜션,제주특별자치도 서귀포시 이어도로 244,,,
제주 항공우주 호텔,제주특별자치도 서귀포시 녹차분재로 216 제주항공우주호텔,,,
제주901,제주특별자치도 제주시 1100로 2977-10,,,
제주로얄호텔,제주특별자치도 제주시 신대로12길 45,,,
제주마중,제주특별자치도 제주시 한림읍 금능9길 10-1,,,
제주메이더호텔,제주특별자치도 제주시 구좌읍 일주동로 1626,,,
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 태위로 485,,,
제주바다산책,제주특별자치도 서귀포시 남원읍 남태해안로 11-14,,,
제주부영호텔&리조트,제주특별자치도 서귀포시 중문관광로 222 부영호텔,,,
제주브릭스,제주특별자치도 서귀포시 태평로 121,,,
제주스카이휴양펜션,제주특별자치도 서귀포시 표선면 세성로 352-32,,,
제주신라호텔,제주특별자치도 서귀포시 중문관광로72번길 75,,,
제주썬레이크빌,제주특별자치도 서귀포시 성산읍 한도로 49,,,
제주아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34,,,
제주알(R)호텔,제주특별자치도 제주시 서광로14길 5,,,
제주애 펜션,제주특별자치도 서귀포시 성산읍 일주동로 5047,,,
제주에코스위츠,제주특별자치도 서귀포시 중문상로 207-13,,,
제주엠리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6 제주M리조트,,,
제주올레하우스,제주특별자치도 제주시 구좌읍 덕행로 450-23,,,
제주이도펜션(구 제주펜트하우스),제주특별자치도 서귀포시 일주서로 166-61,,,
제주카사블랑카,제주특별자치도 서귀포시 학수암로 111,,,
제주캐슬펜션,제주특별자치도 서귀포시 태평로92번길 36,,,
제주티라호텔,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 41,,,
제주팔레스호텔,제주특별자치도 제주시 탑동로 9,,,
제주펜션 향림원,제주특별자치도 서귀포시 칠십리로394번길 8-3,,,
제주향,제주특별자치도 서귀포시 색달로61번길 57,,,
제주헬스케어타운리조트,제주특별자치도 서귀포시 솔오름로20번길 12 (동홍동),,,
제주호텔더엠,제주특별자치도 서귀포시 태평로353번길 14 (서귀동),,,
제천관광호텔,충청북도 제천시 의림대로11길 31,,,
제천통나무펜션,충청북도 제천시 봉양읍 제원로 528,,,
조견당,강원특별자치도 영월군 주천면 고가옥길 27,,,
조광모텔,강원특별자치도 속초시 청초호반로 301,,,
"조선 팰리스 서울 강남, 럭셔리 컬렉션 호텔 (Josun Palace, a Luxury Collection Hotel, Seoul Gangnam)",서울특별시 강남구 테헤란로 231,,,
조선왕가(농업회사법인 조선왕가 주식회사),경기도 연천군 현문로 339-10,,,
조약도 한옥체험,전라남도 완도군 약산면 구암길 80,,,
조양펜션,강원특별자치도 속초시 동해대로3950번길 15,,,
조은리조트,제주특별자치도 서귀포시 이어도로 721,,,
조이호텔,경기도 수원시 팔달구 효원로291번길 32,,,
종가집(더스카이풀빌라),전라남도 순천시 순천만길 686-4,,,
종이섬펜션,경상남도 통영시 용남면 남해안대로 79,,,
종점모텔펜션,전라남도 여수시 돌산읍 향일암로 134,,,
좋은날,전라북도 전주시 완산구 전동성당길 37-7,,,
좋은세상리조트,전라남도 곡성군 죽곡면 대황강로 1397-45,,,
좋은집 게스트하우스,전라남도 목포시 마인계터로40번길 2-15,,,
주문진 휴 펜션,강원특별자치도 강릉시 주문진읍 해안로 1889,,,
주봉산펜션,충청북도 충주시 동량면 미라실로 662,,,
주식회사 더 오래뜰(게스트하우스 오래뜰),전라남도 목포시 북교길 27,,,
주식회사 황남관,경상북도 경주시 포석로 1038,,,
주식회사제이스퀘어호텔,경상남도 진주시 솔밭로 107,,,
주실고택,경상북도 영주시 문수면 무섬로 238-8,,,
주연과 강모의 집(아트빌),서울특별시 서대문구 신촌로3가길 25,,,
주왕산온천관광호텔,경상북도 청송군 중앙로 315 주왕산관광호텔,,,
주월재,전라남도 보성군 다전길 33-5,,,
주촌종택(주촌(두루)종택),경상북도 안동시 와룡면 태리금산로 242-5,,,
죽헌고택,경상북도 안동시 서후면 태장죽헌길 24,,,
줌모텔,충청남도 서산시 동헌로 91-1,,,
중제고택,경상남도 의령군 정곡면 호암길 18,,,
중흥골드스파&리조트,전라남도 나주시 다도면 나주호로 558-314,,,
증평민속체험박물관,충청북도 증평군 증평읍 둔덕길 89,,,
지구하우징,인천광역시 중구 용유로380번길 27,,,
지뜨 호스텔(지뜨펜션),전라남도 여수시 여수시민로 1,,,
지리산 가족호텔,전라남도 구례군 산동면 지리산온천로 317,,,
지리산 끌림,전라남도 구례군 토지면 섬진강대로 4310-44,,,
지리산1박2일펜션,전라남도 구례군 토지면 섬진강대로 4310-38,,,
지리산구름정원,경상남도 산청군 시천면 남대길 18-12,,,
지리산대호펜션 (지리산대호관광펜션),전라북도 남원시 산내면 산내달궁길 10,,,
지리산리틀프린스펜션,전라남도 구례군 마산면 화엄사로 386-9,,,
지리산맑은물펜션,전라북도 남원시 산내면 지리산로 1256,,,
지리산산사랑펜션,전라남도 구례군 마산면 화엄사로 348-12,,,
지리산솔밭이보이는풍경펜션(구 섬진강솔밭이보이는풍경),전라남도 구례군 토지면 섬진강대로 4310-40,,,
지리산유스캠프,전라북도 남원시 주천면 웅치윗길 133-5,,,
지리산태고재 (정일품농원),경상남도 함양군 지곡면 개평길 39-2,,,
지리산통나무산장,경상남도 산청군 시천면 지리산대로511번길 11-36,,,
지리산프리방스,전라북도 남원시 주천면 원천로 345-34,,,
지리산한옥마을,전라북도 남원시 산내면 대정방천길 43,,,
지리산햇살,전라남도 구례군 마산면 화엄사로 386-3,,,
지리산호수리조트,전라남도 구례군 구만제로 610,,,
지리산휴가관광펜션,전라남도 구례군 구례읍 산수동1길 87,,,
지리피아펜션,전라남도 구례군 토지면 섬진강대로 4310-33,,,
지산 메이플콘도,경기도 이천시 마장면 지산로 267,,,
지산고택,경상북도 안동시 하회종가길 35-14 지산고택,,,
지앤미호텔,경기도 시흥시 서촌상가4길 8-4,,,
지엔비호텔(GNB호텔),부산광역시 중구 흑교로 19,,,
지엘시티 호텔,인천광역시 중구 영종대로196번길 19,,,
지오 파인트리,강원특별자치도 양양군 현북면 동해대로 1579-25,,,
지우당,전라북도 전주시 완산구 오목대길 45-9,,,
지유,서울특별시 종로구 종로 347,,,
지중해모텔,전라남도 목포시 평화로 65-6,,,
지중해아침,충청남도 태안군 고남면 큰장돌길 141-98,,,
지중해펜션,충청남도 태안군 안면읍 밧개길 165-60,,,
진도 가휴재,전라남도 진도군 임회면 아리랑길 6-10,,,
진도한옥펜션,전라남도 진도군 의신면 진도대로 3146-3,,,
진동너와촌 해마루펜션,강원특별자치도 인제군 기린면 설피밭길 395-49,,,
진동리의아침,강원특별자치도 인제군 기린면 조침령로 1329,,,
진송관광호텔,전라남도 장흥군 장흥읍 동교2길 1,,,
진아리랑 호스텔,전라남도 여수시 돌산읍 강남2길 6-18,,,
진주 라온스테이호텔,경상남도 진주시 영천강로 164,,,
째즈호텔,전라남도 목포시 하당남부로61번길 29,,,
쪽빛하늘펜션,강원특별자치도 평창군 봉평면 흥정계곡길 20-5,,,
쭈니홈(Juny home),서울특별시 마포구 연희로1길 41,,,
차칸호텔,전라북도 군산시 소룡1길 58,,,
찰방공종택,경상북도 청송군 파천면 송소고택길 23-8,,,
참샘산방펜션,경상남도 함양군 마천면 백무동로 327,,,
참조은펜션,경상남도 산청군 신안면 산청대로1212번길 112-5,,,
창실고택,경상북도 청송군 파천면 송소고택길 39,,,
창앤영펜션,대구광역시 달성군 유가읍 휴양림길 532,,,
채석강 리조트 유스호스텔,전라북도 부안군 변산면 채석강길 19,,,
채석리조텔오크빌,전라북도 부안군 변산면 격포로 196,,,
채석포펜션,충청남도 태안군 근흥면 용도로 212-1,,,
채울,강원특별자치도 평창군 봉평면 버들개길 81-50,,,
채원당,전라남도 곡성군 오곡면 기차마을로 217-28,,,
책방,전라북도 군산시 구영5길 100,,,
책속에풍덩,경기도 양평군 용문면 중원산로 518-9,,,
척산온천장,강원특별자치도 속초시 관광로 288,,,
천안메트로관광호텔,충청남도 천안시 동남구 대흥로 241-11,,,
천안상록 유스호스텔,충청남도 천안시 동남구 수신면 수신로 576,,,
천지연크리스탈호텔,제주특별자치도 서귀포시 천지연로 39,,,
청공한옥,경상북도 경주시 이구2길 5-6,,,
청담,충청남도 공주시 은행나무길 5 (반죽동),,,
청도굿스파키즈풀빌라,경상북도 청도군 대전칠엽신길 82-60,,,
